Original,Translate_de_1
" Temp’era dal principio del mattino, e ’l sol montava ’n sù con quelle stelle ch’eran con lui quando l’amor divino  mosse di prima quelle cose belle","""die das Leben sind.In den frühen Morgenstunden, in der Sonne, die zusammen mit dieser Konstellation der Schöpfung aufging, begann die göttliche Liebe, die Schönheit des Lebens zu bewegen."""
 sì ch’a bene sperar m’era cagione di quella fiera a la gaetta pelle  l’ora del tempo e la dolce stagione,Die Helligkeit der Sonne und die im Frühling blühenden Blumen gaben die Gründe für den wunderschönen Tiger.
 ma non sì che paura non mi desse la vista che m'apparve d'un leone,""" Trotz allem verwirrte ich mich vor dem plötzlichen Anblick eines wütenden Löwen verängstigt."""
"  Questi parea che contra me venisse con la test’alta e con rabbiosa fame, sì che parea che l’aere ne tremesse","""Dieses Individuum ging auf mich zu, mit entschlossener und wütender Luft, so dass es so aussieht, als ob sogar die Atmosphäre zitterte."""
"  Ed una lupa, che di tutte brame sembiava carca ne la sua magrezza, e molte genti fé già viver grame,  questa mi porse tanto di gravezza con la paura ch’uscia di sua vista, ch’io perdei la speranza de l’altezza","""Ein Wolf profilierte sich am Horizont, so dünn wie der Wunsch und begrub mit seiner Gegenwart die Armut vieler."""
"  E qual è quei che volontieri acquista, e giugne ’l tempo che perder lo face, che ’n tutti suoi pensier piange e s’attrista","""Ich fühlte mich so ängstlich und hatte solche Angst vor dem Anblick seines Aussehens, dass ich das Vertrauen verlor, auf den Hügel zu kommen."""
"  tal mi fece la bestia sanza pace, che, venendomi ’ncontro, a poco a poco mi ripigneva là dove ’l sol tace","""Als jemand, der mit Freude kauft, nur um zu sehen, wie alles verschwindet und sein Glück nach einem Strom von Weinen und Verzweiflung verbrauchte, schleppte mich die ruhelose Messe langsam zu dunklen Orten, wo nie die Sonne schien."""
"  Mentre ch’i’ rovinava in basso loco, dinanzi a li occhi mi si fu offerto chi per lungo silenzio parea fioco","""Als ich in den Wald stieg, wanderte eine Figur in die Dunkelheit, die ich vor meinen Augen hatte, aber ich konnte sie nicht klar unterscheiden."""
"  Quando vidi costui nel gran diserto, ""Miserere di me"", gridai a lui, ""qual che tu sii, od ombra od omo certo","""Als dieser in der Verwüstung erschien, schrie ich laut: Habe Barmherzigkeit mit mir, was auch immer du bist - ein Geschöpf oder jemand, der wirklich existiert!"""
"  Rispuosemi: ""Non omo, omo già fui, e li parenti miei furon lombardi, mantoani per patrïa ambedui","Er antwortete mir: ""Nein, ich bin kein Mann mehr, ich war schon früher. Meine Eltern waren ursprünglich aus der Lombardei und kamen beide aus Mantua."""
"  Nacqui sub Iulio, ancor che fosse tardi, e vissi a Roma sotto ’l buono Augusto nel tempo de li dèi falsi e bugiardi","""Ich wurde unter der Herrschaft von Julius Cäsar geboren, aber ich lebte in Rom während des friedlichen und wohlhabenden Reiches des eminenten Augustus, in einer Zeit, in der die alten heidnischen Kulte noch stark praktiziert wurden."""
"  Poeta fui, e cantai di quel giusto figliuol d’Anchise che venne di Troia, poi che ’l superbo Ilïón fu combusto","""Ich sang von Enea, dem Sohn Anchises, der sich vor dem Fall der stolzen Troja, die von den Flammen verzehrt wurde, gerettet hat."""
"  Ma tu perché ritorni a tanta noia? perché non sali il dilettoso monte ch’è principio e cagion di tutta gioia?""","""Warum wählst du nicht den freudigen Hügel, der die Quelle aller Wohltaten ist, anstatt zum Bösen des Waldes zurückzukehren?"""
"  ""Or se’ tu quel Virgilio e quella fonte che spandi di parlar sì largo fiume?"", rispuos’io lui con vergognosa fronte","""""""Du bist also Virgil und die Quelle, die einen so großen Fluß von Wörtern fließt?"""" Ich fragte ihn peinlich."""
"  ""O de li altri poeti onore e lume, vagliami ’l lungo studio e ’l grande amore che m’ ha fatto cercar lo tuo volume","""Ich bitte dich, meine Schritte zu erleuchten, eine leuchtende Gestalt unter den anderen Dichtern; die Kraft der Hingabe und der Zuneigung, die mich veranlaßt haben, mich über dein Werk zu belehren, ist alles, was ich brauche."""
"  Tu se’ lo mio maestro e ’l mio autore, tu se’ solo colui da cu’ io tolsi lo bello stilo che m’ ha fatto onore","Ich betrachte dich als einen Meister und ein Beispiel, ich habe meinen schönen Stil selbst gemacht, der mich berühmt gemacht hat."
  Vedi la bestia per cu’ io mi volsi,"Ich habe die Kreatur gesehen, die mich gezwungen hat, meine Richtung zu ändern."
" aiutami da lei, famoso saggio, ch’ella mi fa tremar le vene e i polsi""","""O große Weisheit, deine Kraft schüttelt jeden Tropfen meines Blutes, also hilf mir bitte."""
"  ""A te convien tenere altro vïaggio"", rispuose, poi che lagrimar mi vide, ""se vuo’ campar d’esto loco selvaggio","Wenn du dich von diesem wilden Land befreien willst, musst du ein weiteres Abenteuer machen, nachdem du mich weinen gesehen hast."
"  ché questa bestia, per la qual tu gride, non lascia altrui passar per la sua via, ma tanto lo ’mpedisce che l’uccide","""Niemand kann den Weg des Tieres beschreiten, der zum Schreien verleitet, für die Vernichtung."""
"  e ha natura sì malvagia e ria, che mai non empie la bramosa voglia, e dopo ’l pasto ha più fame che pria","""Seine teuflische Art hat ihm nie erlaubt, seine Gier zu befriedigen, und jedes Mal, wenn er isst, ist er noch hungriger."""
"  Molti son li animali a cui s’ammoglia, e più saranno ancora, infin che ’l veltro verrà, che la farà morir con doglia","""Die Tiere wählen einen Begleiter und nehmen immer mehr zu, bis der Jagdhund kommt, der ihnen den Tod mit Leiden verursacht."""
"  Questi non ciberà terra né peltro, ma sapïenza, amore e virtute, e sua nazion sarà tra feltro e feltro","""Dieser Mann kümmert sich nicht um das materielle Wohlergehen, sondern sucht spirituelle Inspiration und findet sein Zuhause im Filzgewebe."""
"  Di quella umile Italia fia salute per cui morì la vergine Cammilla, Eurialo e Turno e Niso di ferute","""Es wird das Heil des edlen Italien sein, so dass Eurialo und Niso ihr Leben im Kampf verloren, Turno und Camilla die Jungfrau erdulden."""
"  Questi la caccerà per ogne villa, fin che l’avrà rimessa ne lo ’nferno, là onde ’nvidia prima dipartilla","""Dieser wird sie überall auf der Welt jagen, bis er sie in die Hölle zurückgeschickt hat, von wo sie zum ersten Mal wegen Neid hinausgeschickt wurde."""
"  Ond’io per lo tuo me’ penso e discerno che tu mi segui, e io sarò tua guida, e trarrotti di qui per loco etterno","""Ich denke, es ist in deinem besten Interesse, dorthin zu gehen, wo ich hingehe, und dich von mir führen zu lassen und dich zu einem Ort der Welten jenseits der Welt zu führen."""
"  ove udirai le disperate strida, vedrai li antichi spiriti dolenti, ch’a la seconda morte ciascun grida","""Du wirst die gequälten Schatten der Verlorenen sehen, die verzweifelt schreien und das Ende fordern."""
"  e vederai color che son contenti nel foco, perché speran di venire quando che sia a le beate genti","""Die, die sich der Strafe erfreuen, weil sie darauf vertrauen, in Zukunft die Erleuchtung des Paradieses zu erlangen."""
"  A le quai poi se tu vorrai salire, anima fia a ciò più di me degna: con lei ti lascerò nel mio partire","""Wenn du dich entschließt, diese Orte zu sehen, wird es eine andere Person geben, die besser geeignet ist als ich, dich zu begleiten: Wenn ich gehe, werdet ihr in guten Händen sein."""
"  ché quello imperador che là sù regna, perch’i’ fu’ ribellante a la sua legge, non vuol che ’n sua città per me si vegna","Der Herrscher da oben gewährt mir keinen Zugang zu seiner Stadt, denn meine Rebellion gegen sein Gesetz ist bekannt."
  In tutte parti impera e quivi regge,Die Menschen erkennen Gottes Souveränität überall im Universum an und im Paradies regiert er triumphierend.
 quivi è la sua città e l’alto seggio: oh felice colui cu’ ivi elegge,"""Gesegnet sei der, der sich erwählt, in dieser Stadt zu wohnen, mit seinem zweiten Thron!"""
"  E io a lui: ""Poeta, io ti richeggio per quello Dio che tu non conoscesti, acciò ch’io fugga questo male e peggio,  che tu mi meni là dov’or dicesti, sì ch’io veggia la porta di san Pietro e color cui tu fai cotanto mesti""","""Dann sagte ich zu dem Dichter: ""Ich bete im Namen jenes Gottes, den du nie kennengelernt hast, um frei von diesem Leiden und noch mehr zu sein, bitte ich dich, mich dorthin zu führen, wo du gesagt hast, damit ich das Tor des heiligen Petrus und die so verletzten Menschen wie beschrieben sehen kann."""
"  Allor si mosse, e io li tenni dietro","""Er begann seine Reise, und ich begleitete sie."
"  Lo giorno se n’andava, e l’aere bruno toglieva li animai che sono in terra da le fatiche loro","Als die Nacht herannahte, brachen die Bemühungen der Tiere auf der Erde ab."
" e io sol uno m’apparecchiava a sostener la guerra sì del cammino e sì de la pietate, che ritrarrà la mente che non erra","""Ich war der Einzige, der mich auf die Angst und den Schrecken der Straße vorbereitete, eine so scharfe Spur, als wäre sie von meinem unfehlbaren Verstand gemalt worden."""
"  O muse, o alto ingegno, or m’aiutate","""Mit eurer Inspiration Oh, göttliche Muse und majestätischer poetischer Intellekt, schenkt mir etwas von eurer Weisheit."""
" o mente che scrivesti ciò ch’io vidi, qui si parrà la tua nobilitate","Du hast bemerkt, was du gesehen hast: Hier wird er dir deinen Adel zeigen."
"  Io cominciai: ""Poeta che mi guidi, guarda la mia virtù s’ell’è possente, prima ch’a l’alto passo tu mi fidi","""Als ich mich auf den Weg machte, rief ich aus: ""Oh Dichter, prüfe, ob ich stark genug bin, um in dieses schwierige Abenteuer zu gehen!"""
"  Tu dici che di Silvïo il parente, corruttibile ancora, ad immortale secolo andò, e fu sensibilmente","""Man sagt, dass Silvius' Vater, der noch lebt, zusammen mit seinem physischen Körper in den Jenseits gegangen ist."""
"  Però, se l’avversario d’ogne male cortese i fu, pensando l’alto effetto ch’uscir dovea di lui, e ’l chi e ’l quale  non pare indegno ad omo d’intelletto","""Der Mensch und seine Wohltaten verdienen zweifellos Respekt, wenn er klug ist, denn er war nett zu dem Herrscher des Bösen, was eine große Wirkung haben sollte."""
" ch’e’ fu de l’alma Roma e di suo impero ne l’empireo ciel per padre eletto:  la quale e ’l quale, a voler dir lo vero, fu stabilita per lo loco santo u’ siede il successor del maggior Piero","""Er, der als Gründer des edlen Rom und seines Reiches erwählt wurde, errichtete ein Reich, das so großartig war, dass es als heilige Heimat für den Nachfolger des ersten Papstes betrachtet wurde."""
"  Per quest’andata onde li dai tu vanto, intese cose che furon cagione di sua vittoria e del papale ammanto","""Nach der Reise, die du beschrieben hast, erlangte Enea das nötige Wissen, um den Sieg zu erreichen und den päpstlichen Mantel zu etablieren."""
"  Andovvi poi lo Vas d’elezïone, per recarne conforto a quella fede ch’è principio a la via di salvazione","Dann ging das Werkzeug der Wahl, um den Glauben zu zementieren, der der erste Schritt auf dem Weg zur Rettung ist."
"  Ma io, perché venirvi? o chi ’l concede? Io non Enëa, io non Paulo sono",Warum sollte ich das tun und wer mir erlaubt? Ich bin bestimmt weder Enea noch Paulus.
 me degno a ciò né io né altri ’l crede,"Niemand glaubt, dass ich in der Lage bin, diese Mission zu erfüllen."
"  Per che, se del venire io m’abbandono, temo che la venuta non sia folle","""Wenn ich mich entschließe, diese Reise mit dir zu machen, fürchte ich, dass es verrückt sein könnte."""
" Se’ savio intendi me’ ch’i’ non ragiono""","Du hast ein größeres tiefes Verständnis, als ich ausdrücken kann."
"  E qual è quei che disvuol ciò che volle e per novi pensier cangia proposta, sì che dal cominciar tutto si tolle,  tal mi fec’ïo ’n quella oscura costa, perché, pensando, consumai la ’mpresa che fu nel cominciar cotanto tosta","""So wie derjenige, der zunächst begeistert war, etwas zu suchen, und dann, wegen der Reflexion und möglicherweise des Treffens mit neuen Ideen, völlig geändert hat, so war es für mich an den geheimnisvollen Orten: Denken Sie an, ich habe mein Projekt zögerlich formuliert verlassen."""
"  ""S’i’ ho ben la parola tua intesa"", rispuose del magnanimo quell’ombra, ""l’anima tua è da viltade offesa","""Die Silhouette dieser hochkarätigen Person antwortete und sagte: ""Wenn ich deine Rede richtig interpretiert habe, dann ist deine Seele die Sklavin der Feigheit."""
"  la qual molte fïate l’omo ingombra sì che d’onrata impresa lo rivolve, come falso veder bestia quand’ombra","""So wie ein falsches Bild ein Tier verrückt macht, wenn es in einem Spiegel reflektiert wird, so kann der Mensch von Angst zerquetscht und davon abgehalten werden, sich in würdige Leistungen zu verstricken."""
"  Da questa tema acciò che tu ti solve, dirotti perch’io venni e quel ch’io ’ntesi nel primo punto che di te mi dolve","""Um dir zu helfen, aus dieser Angst herauszukommen, werde ich dir erklären, warum ich hierher kam und wie ich mich fühlte, als ich dein Leiden empfand."""
"  Io era tra color che son sospesi, e donna mi chiamò beata e bella, tal che di comandare io la richiesi","""Während ich unter den Seelen war, die im Abgrund vergessen wurden, wurde ich von einer Frau gerufen, die so schön war, dass ich ihr Kommando anrief."""
  Lucevan li occhi suoi più che la stella,Die glänzende Helligkeit seiner Augen schien wie die eines Sterns.
" e cominciommi a dir soave e piana, con angelica voce, in sua favella: ","""Der Ton seiner Stimme war so süß wie der Gesang eines Engels, und als er sprach, schien es, als würden die Worte sanft ausgehen."""
" ""O anima cortese mantoana, di cui la fama ancor nel mondo dura, e durerà quanto ’l mondo lontana,  ","""O edle Seele von Mantua, deren Erinnerung die Welt überleben wird, solange sie anhält."""
" l’amico mio, e non de la ventura, ne la diserta piaggia è impedito sì nel cammin, che vòlt’è per paura","""Er, der mich bedingungslos auf dem einsamen Kamm eines Hügels geliebt hatte, war von der Angst so gelähmt, dass er sich umdrehen musste."""
"  e temo che non sia già sì smarrito, ch’io mi sia tardi al soccorso levata, per quel ch’i’ ho di lui nel cielo udito","""Ich glaube, nach dem, was ich von oben über ihn gehört habe, ist er schon so erschöpft, dass ich nicht rechtzeitig gekommen bin, um ihn zu retten."""
"  Or movi, e con la tua parola ornata e con ciò c’ ha mestieri al suo campare, l’aiuta sì ch’i’ ne sia consolata","""Anfangen Sie sofort, füllen Sie die Leere mit Ihren liebevollen Worten und tun Sie alles, was in Ihrer Macht ist, um ihn zu retten und mich zu beruhigen."""
  I’ son Beatrice che ti faccio andare,"""Ich, Beatrice, werde dich führen."""
 vegno del loco ove tornar disio,"Ich möchte zurück zu dem Ort, von dem ich komme."
" amor mi mosse, che mi fa parlare","Ich spürte die Liebe, die mich dazu gebracht hat, hierher zu kommen und mit dir zu reden."
"  Quando sarò dinanzi al segnor mio, di te mi loderò sovente a lui""","""Wenn ich vor dem Herrn stehe, werde ich oft deinen Namen feiern."""
" Tacette allora, e poi comincia’ io:  ""O donna di virtù sola per cui l’umana spezie eccede ogne contento di quel ciel c’ ha minor li cerchi sui,  tanto m’aggrada il tuo comandamento, che l’ubidir, se già fosse, m’è tardi","""Dann schwieg er und ich antwortete: """"O edle Dame, du bist ein Beispiel, auf das die Menschheit zutiefst stolz ist. Dein Gebet ist so harmonisch, dass selbst wenn ich früher ausgeführt hätte, dann wäre die Zeit gekommen."""""
 più non t’è uo’ ch’aprirmi il tuo talento,"Du musst mir nur sagen, was du willst."
"  Ma dimmi la cagion che non ti guardi de lo scender qua giuso in questo centro de l’ampio loco ove tornar tu ardi""","""Willst du zurück zu dem weiten Ort, den du bekommst, aber warum hast du keine Angst, wenn du in diese Hölle kommst?"""
"  ""Da che tu vuo’ saver cotanto a dentro, dirotti brievemente"", mi rispuose, ""perch’i’ non temo di venir qua entro","""""""""Sie sagte zu mir: """"""Ich habe keine Angst reinzukommen, kann ich Ihnen kurz erklären, warum, wenn Sie mehr Informationen wollen"""""""
  Temer si dee di sole quelle cose c' hanno potenza di fare altrui male,"Man muß sich nur vor solchen Dingen fürchten, die die Kraft haben, anderen Schaden zuzufügen."
" de l'altre no, ché non son paurose","""nicht die anderen, denn sie sind nicht bedrohlich"""
"  I’ son fatta da Dio, sua mercé, tale, che la vostra miseria non mi tange, né fiamma d’esto ’ncendio non m’assale","Gott hat mich so gesegnet, dass Armut mich nicht berühren kann und kein Feuer der Hölle mir schaden kann."
"  Donna è gentil nel ciel che si compiange di questo 'mpedimento ov'io ti mando, sì che duro giudicio là sù frange","""Es gibt eine edle Frau im Himmel, die diese Barriere bedauert, und ich bitte dich um deine Hilfe, damit wir das harte göttliche Urteil überwinden können."""
"  Questa chiese Lucia in suo dimando e disse: - Or ha bisogno il tuo fedele di te, e io a te lo raccomando -","""Lucia, dein Gläubiger braucht dich. Bitte lass mich dir empfehlen, dich um ihn zu kümmern."""
"  Lucia, nimica di ciascun crudele, si mosse, e venne al loco dov’i’ era, che mi sedea con l’antica Rachele","Lucia, eine Freundin der Barmherzigen, ging dahin, wo ich und Rahel alt waren."
"  Disse: - Beatrice, loda di Dio vera, ché non soccorri quei che t’amò tanto, ch’uscì per te de la volgare schiera?  Non odi tu la pieta del suo pianto, non vedi tu la morte che ’l combatte su la fiumana ove ’l mar non ha vanto? -","""""""Beatrice, du, der du von Gott geräuchert worden bist, warum hilfst du nicht dem, der so viel Liebe gehabt hat, daß er die Volksmenge überwindet? Spürst du nicht die Angst seiner Tränen? Siehst du nicht den Tod im Kampf mit dem Meer der stürmischen Sünde?"
"  Al mondo non fur mai persone ratte a far lor pro o a fuggir lor danno, com’io, dopo cotai parole fatte,  venni qua giù del mio beato scanno, fidandomi del tuo parlare onesto, ch’onora te e quei ch’udito l’ hanno""","Nie war jemand so schnell, seinen eigenen Interessen nachzujagen oder vor seinem Unglück wie mir zu fliehen, nachdem er deine edlen Worte gehört hatte, Adelige, die dich und jene ehren, die gehört haben."""
"  Poscia che m’ebbe ragionato questo, li occhi lucenti lagrimando volse, per che mi fece del venir più presto","""Nachdem ich mir das mit weinenden Augen erzählt hatte, fühlte ich mich gedrängt, schneller zu kommen."
  E venni a te così com’ella volse: d’inanzi a quella fiera ti levai che del bel monte il corto andar ti tolse,"Ich kam zu dir, wie du es dir gewünscht hattest; ich habe dich gerettet vor dem wilden Tier, das dir einen leichten Aufstieg zum Hügel verboten hatte."
"  Dunque: che è perché, perché restai, perché tanta viltà nel core allette, perché ardire e franchezza non hai,  ","""Warum bleibst du hier, nach allem, was du gelebt hast? Warum der Angst widerstehen und die Willenskraft annehmen, scheint ein unmögliches Unterfangen für dich zu sein?"""
"  poscia che tai tre donne benedette curan di te ne la corte del cielo, ",Drei gesegnete Heilige beten für dich im Königreich des Himmels.
"  e ’l mio parlar tanto ben ti promette?""","Meine Versprechen sind, dir alles Gute zu bringen."
"  Quali fioretti dal notturno gelo chinati e chiusi, poi che ’l sol li ’mbianca, si drizzan tutti aperti in loro stelo,  ","""Wie Blumen, die sich unter dem nächtlichen Frost falten, aber Sonnenstrahlen leuchten und ihre Stiele heben, riechen die Pflanzen bei Sonnenaufgang die Luft."""
"tal mi fec’io di mia virtude stanca, e tanto buono ardire al cor mi corse, ch’i’ cominciai come persona franca:  ","""Ich wandte mich meiner müden moralischen Kraft zu, und mein Herz erfüllte sich mit Kühnheit, so daß ich mit neuer Kraft zu sprechen begann:"""
"""Oh pietosa colei che mi soccorse","""Du hast mich ohne Erbarmen verlassen!"" Oh Frau aus dem Herzen des Eises, die mir gerade geholfen hat, gestern hast du mich in einer Minute verlassen!"
 e te cortese ch’ubidisti tosto a le vere parole che ti porse,"Und du gehorchtest sofort den wahren Worten, die er zu dir gesagt hat."
"  Tu m’ hai con disiderio il cor disposto sì al venir con le parole tue, ch’i’ son tornato nel primo proposto","Deine Worte veranlassten mich zu einem so großen Wunsch, dass ich wieder zu meiner ursprünglichen Absicht kam."
"  Or va, ch’un sol volere è d’ambedue: tu duca, tu segnore e tu maestro""","""Wir beide haben denselben Wunsch: Du bist mein Führer, mein Herrscher, und ich werde dich als Führer nehmen. Lass uns jetzt gehen!"""
" Così li dissi e poi che mosso fue,  ","""Ich zeigte ihm die Richtung, und nachdem er den Weg der Reise genommen hatte"""
 intrai per lo cammino alto e silvestro,Ich stand vor dem schwierigen und harten Pfad
"’Per me si va ne la città dolente, per me si va ne l'etterno dolore, per me si va tra la perduta gente","""Man betritt die Stadt des Schmerzes durch mich, ich bringe zu diesem Ort des unendlichen Leidens, ich gehe durch die zerstreuten Seelen."""
 Giustizia mosse il mio alto fattore,Mein oberster Schöpfer hat richtig gehandelt.
" fecemi la divina podestate, la somma sapïenza e ’l primo amore","""Die höchste Macht, die ultimative Weisheit und die Urliebe wurden mir gewährt."""
"  Dinanzi a me non fuor cose create se non etterne, e io etterno duro","""Vor mir existierte nur der Ewige, und ich werde für immer bleiben."""
" Lasciate ogne speranza, voi ch’intrate’","""""Derjenige, der die Schwelle dieses Ortes überquert, verlasse alle Hoffnung"""""""
  Queste parole di colore oscuro vid’ïo scritte al sommo d’una porta,Ich sah diese Worte mit finsterer Tinte über einer Tür.
" per ch’io: ""Maestro, il senso lor m’è duro""","Ich fragte meinen Meister, warum ich die Bedeutung nicht verstehen konnte."
"  Ed elli a me, come persona accorta: ""Qui si convien lasciare ogne sospetto","""Wie ein Weiser sagte er zu mir: """"Es ist notwendig, unverzüglich zu handeln""."""
 ogne viltà convien che qui sia morta,Man darf keine Angst haben.
"  Noi siam venuti al loco ov’i’ t’ ho detto che tu vedrai le genti dolorose c’ hanno perduto il ben de l’intelletto""","Wir kamen an den Punkt, wo ich dir vorausgesagt hatte, die verurteilten Seelen zu beobachten, die nicht mehr den Segen der himmlischen Weisheit haben."
"  E poi che la sua mano a la mia puose con lieto volto, ond’io mi confortai, mi mise dentro a le segrete cose","""Nachdem er mich in eine Umarmung gewickelt hatte, beruhigte mich sein lächelndes Gesicht und begleitete mich an diesem Ort, der sich von der irdischen Existenz unterscheidet."""
"  Quivi sospiri, pianti e alti guai risonavan per l’aere sanza stelle, per ch’io al cominciar ne lagrimai","""Seufzen, Tränen und Klagen zerrissen die Nacht ohne Sterne und ließen mich von Anfang an weinen."""
"  Diverse lingue, orribili favelle, parole di dolore, accenti d’ira, voci alte e fioche, e suon di man con elle  facevano un tumulto, il qual s’aggira sempre in quell’aura sanza tempo tinta, come la rena quando turbo spira","""Unbekannte Sprüche, Trauerschreie, wütende Lästerungen, heftige und erstickte Stimmen, die sich mit dem Klang der rasenden Hände vermischten, schufen ein lautes Gewitter, das in die stille Luft strömte, wie Sand im Wind während eines Sturms."""
"  E io ch’avea d’error la testa cinta, dissi: ""Maestro, che è quel ch’i’ odo? e che gent’è che par nel duol sì vinta?""","""Ich hatte meine Bedenken, und so fragte ich: ""Meister, wie fühle ich mich? Und wer sind diese von Kummer niedergeschlagen?"""
"  Ed elli a me: ""Questo misero modo tegnon l’anime triste di coloro che visser sanza ’nfamia e sanza lodo","Er antwortete: ""So ist das traurige Los derer, die weder mit Herrlichkeit noch mit Schmach gelebt haben!"""
"  Mischiate sono a quel cattivo coro de li angeli che non furon ribelli né fur fedeli a Dio, ma per sé fuoro","""Ich gehöre zu jenen Engeln, die weder an der Rebellion gegen Gott noch an der Loyalität gegenüber dem Herrn beteiligt waren, sondern sich an einer neutralen Haltung hielten."""
"  Caccianli i ciel per non esser men belli, né lo profondo inferno li riceve, ch’alcuna gloria i rei avrebber d’elli""","""Weder der Himmel sie zurückhält, um ihre Majestät nicht zu verdunkeln, noch gewährt ihnen die Hölle einen Platz unter ihren Höllen, denn die Verurteilten können keine Herrlichkeit von ihrer Gesellschaft erlangen."""
"  E io: ""Maestro, che è tanto greve a lor che lamentar li fa sì forte?""","""Ich fragte den Meister: ""Was verursacht ihnen so viel Schmerz, dass sie solche Beschwerden verursachen?"""
" Rispuose: ""Dicerolti molto breve","Er antwortete mir: ""Ich werde dir eine kurze Erklärung geben."""
"  Questi non hanno speranza di morte, e la lor cieca vita è tanto bassa, che ’nvidïosi son d’ogne altra sorte","""Die Seelen können nicht hoffen, von ihrem gegenwärtigen elenden Zustand befreit zu werden, sondern wünschen sich sehnsüchtig nach jedem anderen Schicksal."""
  Fama di loro il mondo esser non lassa,"Es gibt kein Zeichen dafür, dass sie durch die Welt kommen."
 misericordia e giustizia li sdegna: ,Gottes Barmherzigkeit und Gerechtigkeit werden dadurch geschmäht.
" non ragioniam di lor, ma guarda e passa""","""Lasst uns sie ignorieren, einen kurzen Blick werfen und weitermachen."""
"  E io, che riguardai, vidi una ’nsegna che girando correva tanto ratta, che d’ogne posa mi parea indegna","""Und als ich zusah, bemerkte ich ein Schild, das so schnell rollte, dass es nie enden sollte."""
"  e dietro le venìa sì lunga tratta di gente, ch’i’ non averei creduto che morte tanta n’avesse disfatta","""Hinter ihr waren so viele Seelen, dass ich nie gedacht hätte, dass der Tod so viele Leben weggenommen hätte."""
"  Poscia ch’io v’ebbi alcun riconosciuto, vidi e conobbi l’ombra di colui che fece per viltade il gran rifiuto","""Sobald sie einige von ihnen erkannt haben, sehen sie die Gestalt dessen, der ein großes Schicksal verächtlich abgelehnt hat."""
"  Incontanente intesi e certo fui che questa era la setta d’i cattivi, a Dio spiacenti e a’ nemici sui","Ich erkannte sofort, daß sie die Feiglinge waren, die von Gott und seinen Gegnern so sehr gehasst wurden."
"  Questi sciaurati, che mai non fur vivi, erano ignudi e stimolati molto da mosconi e da vespe ch’eran ivi","""Diese unglücklichen Menschen, die nie eine wahre Existenz gelebt haben, wurden von Fliegen und Wespen in jeder Richtung entdeckt und verärgert."""
"  Elle rigavan lor di sangue il volto, che, mischiato di lagrime, a’ lor piedi da fastidiosi vermi era ricolto","""Ihr blutendes Gesicht fiel auf den Boden, begleitet von Tränen, die dann von abstoßenden Würmern gesammelt wurden."""
